Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
294076,B002AQP2U0,AHL3DKOQWO0WT,"Erin Libranda ""JANE4girls""",4,4,5,1266105600,Easy Breakfast,"I love the Fiber One pancake mix. All you have to do is add water, no eggs, no milk. Makes it great for camping too."
294077,B002AQP2U0,A2N5FYSZ8QRMSA,"us ""us""",2,2,5,1285718400,Yummy & Nutricious,"Makes perfect pancakes and waffles everytime. Healthier than most. Daughter who is 5 has always loved it too....<br />We add blueberries too and milk, yummy."
294078,B002AQP2U0,A2M263V0XH4BDJ,H. Haddock,1,1,3,1330214400,Tasty and fast shipping,"These waffles are tasty, healthy, and shipped fast. It is a complete mix with low calories and offers good amount of fiber without tasting grainy.  Shipping was very fast - got it in two days.  My local grocery store was stocked out of this for a while.<br /><br />The taste is kind of bland and the texture is not as fluffy as I hoped for, so I substituted the oil with eggs (1 egg for 2 tbsp oils) or egg whites (1:1 volume substitution) and added a pack of Truvia no calory sweetner (which you can buy off Amazon with great price).  It turns out much tastier and healthier.  Also, the milk and added fiber may cause a lot of gas, so if your body is sensitive to such ingredients, be cautious about it.<br /><br />Otherwise, it is a good product and I would buy again."
294079,B002AQP2U0,A2MYQ7FEVH7D57,"B. Jane Dye ""Bev""",1,1,5,1328572800,Buttermilk pancake mix,This is a great pancake mix with home made taste.  The buttermilk style is difficult to find in local stores.
294080,B002AQP2U0,AGC6OXZH5N1S7,"B. Stutzman ""MBIMusicMajor""",1,1,5,1310083200,Super Delicious,This is the best pancake mix that we have used... plus it has a ton of fiber in it! We use it mostly for waffles which turn out great. Buying it on Amazon.com is actually cheaper buying it in the store.<br /><br />Beware: the IMAGE of this box shows the non-dairy mix. But you will get the dairy mix (buttermilk) in the mai.
294081,B002AQP2U0,AH34Q0NYD4SSP,Deborah K. Anderson,1,1,5,1301184000,Great tasting pancakes!,"This is a very good buttermilk pancake a all-in-one mix; just add water. They are light & fluffy. I like to add vanilla, cinnamon, mashed banana & chopped nuts as well!"
294082,B002AQP2U0,A1I0ADH0CRB30I,"Ginny ""Senior Citizen""",0,0,5,1350086400,Pancakes From Amazon,"My husband and I really enjoy these pancakes. They are so easy to prepare. The directions say ""add water"" but I add milk instead. We have them twice a week. I have them delivered through ""Subscribe and Save"" every month so we don't run out. You will love them too."
294083,B002AQP2U0,A2F9PWCNDR84DN,chief brody,0,0,5,1349568000,Fiber one,"This product is great . It does not raise youre blood sugar like regular pancake mix does .<br />It is very , very hard to find in stores . I only found it once , this is why I had to order it on line . It is so worth it . It has a good taste and is healthy for you . Would order it agagin and the free shipping is also a major plus . You can keep it in the freezer to help keep it fresh , if you don't eat it alot or have a small family . Good suff. So is the Fiber One bread and cereal ."
294084,B002AQP2U0,A1TVOMMSXDG4EQ,KT,0,0,5,1340236800,Fiber 1 for Breakfast or anytime!,"These Fiber 1 pancakes are delicious!!! Light, fluffy and they help keep you full. Easy to make!<br />My husband loves them too! Breakfast, lunch or dinner, they are satisfying!"
294085,B002AQP2U0,A3J3CQCCTD1S47,"Kathy ""an ordinary girl""",0,0,5,1339459200,Good stuff!,"We love pancakes but, let's face it, they're not the healthiest thing for you to eat.  These we can eat guilt-free!  They are very tender and, of course, extremely easy to prepare since you just add water.  For awhile I added blueberries to the batter and those were good, until one day I forgot to add them so I put the blueberries in a saucepan with a little bit of sugar substitute and water and simmered them till they burst.  This was much better since the pancakes cooked through with less time on the griddle and ended up much tenderer than when putting the fruit in the batter.<br /><br />It has become increasingly difficult for me to find this product on the grocery store shelves, so I was quite happy to find it available here on Amazon.  Amazing service!"
294086,B002AQP2U0,A9GIP838MQSMU,"Narrator ""JJ""",0,0,5,1304553600,Great Stuff,"Tastes great and is easier to make than other waffle mixes. You don't have to be so damned exact when measuring this stuff , which is great for me. I love eye-balling it and then making as many waffles as possible then eating all of it quickly!<br />I love Fiber One products because of the health benefits of Fiber but this by far is the least Fibery tasting of all the products they make."
294087,B002AQP2U0,A3NIQK6ZLYEP1L,Michael Valdivielso,0,0,5,1287792000,Yummy!,"Made me some pancakes just this morning using the Fiber One mix.  Added some melted butter and sugar free syrup and made a great breakfast.  Nothing like making your own pancakes on a warm stove while trying to wake up.  Just follow the directions on the box and you'll be fine!  Also got to break in my new <a href=""http://www.amazon.com/gp/product/B002CJNBTO"">Dexter-Russell 4-by-2-1/2-Inch Pancake Turner, Stainless Steel and Walnut</a>.  Now all ready for winter!"
294088,B000FBM46W,A1CF1EH4GG3R7P,"Alexander D. Jennings ""Big Trader""",8,8,5,1178323200,Deliciously different little wafer cookies,"I'm a recent convert to Bahlsen cookies, and these little wafers are a standout among a product line that's hard not to love.  The crisp. toasty, slightly nuttly wafers surround a very light, not-too-sweet creme layer; the combination is an incredible, multi-dimensional treat that would pair nicely with coffee or milk.  The only thing I would think that would make this product better is a resealable package, but the wafers aren't going to last long once opened anyway.  The package size is good in the sense that it's enough to share with one or two other people, but if you eat the whole thing yourself it's not an utter disaster ;)"
294089,B000FBM46W,A16IWM0NZWOP6X,TPW,4,4,5,1201046400,"Great, healthy snack","These crackers are a great way to get whole wheat into your diet & into children's.  They are low in fat & sugar, and they taste great.  I haven't met a child yet who doesn't like them.  The ingredients are good as well."
294090,B000FBM46W,A2PF32UUERJXB8,"Susan Swan ""reads-curled-in-covers""",4,4,5,1187913600,DEEEEEE-FREAKING-LICIOUS!,"1.  I love  Amazon's grocery/makeup/cleaning products subscription service.  It is only beta now, but I truly hope they will continue it.<br /><br />2.  This cookie is amazingly delicious.  I like sweets that aren't too sweet, with just the right hint of sugar.  These are cookies just like that.  Like Creme Brulee -- barely sweetened, but if it is done right, the sweetness makes it the best food in the world.  I'm not saying these cookies are Creme Brulee, but maybe they approach the creme brulee of cookies."
294091,B000FBM46W,A1SB8CXAUIKT8X,Rex N. Mills,3,3,5,1186012800,Light and Tasty!,The Bahlsen Delobas are my favorite so far. Call them biscuits or call them cookies they are just plain good. Light and pastry like with a nice burst of sweetness from the red current jam. Try Them!
294092,B000FBM46W,A2PBMSX1ATJSBD,Rene,3,3,5,1185753600,Delicious!,"I had these cookies in Germany, but I had a hard time finding them in the US.  I was amused to discover I could order them from Amazon.  They seem to be most closely related to pecan sandies, but they're a little richer and a little moister.  I wish it were possible to order a single box instead of 12, but I already knew I liked them, so ordering 12 wasn't really a problem.  A bigger problem is trying not to eat them all immediately."
294093,B000FBM46W,A1SB8CXAUIKT8X,Rex N. Mills,3,3,5,1184544000,Very Good!,Great texture and balance of sweet to butter is just about right. Adults and kids both love them. Recommended
294094,B000FBM46W,A2RFJYQ08USWOG,"I. Katsman ""ikatsman""",7,9,5,1168819200,These cookies are $2.19 in my SuperMarket,We were buying Bahlsen cookies at $1.70-$2.19 at lockal supermarket until I found that they are $1.41/box here at Amazon!
294095,B000FBM46W,A30RRKGW97HPR1,"R. M. Jansch ""JBERTSIE""",2,2,5,1234137600,JBERTSIESFAVS,"If you love the heavenly combination of chocolate and orange, then this<br />is a cookie to try.  Gotta have your coffee and treat everyday like moi.<br />Well this plays well with coffee. Yum gonna have some right now...."
294096,B000FBM46W,A3OVWPS6O2FNSI,"Heide Hlawaty ""Sister of Science""",2,2,5,1217289600,The Aroma! The Taste!,"The title says it all! These butter biscuits are DIVINE! Everyone loves them--my parents, my students, my colleagues, and, of course, me! You will love them, too!"
294097,B000FBM46W,ARM30MN576O9M,Debbie Darden,2,2,5,1203984000,Best cookies in the world,"These cookies are fabulous. Flaky, not too sweet, fluffy not gooey layers. Small but not too small. Suggested serving size of 6 is good. Lots of things these days have completely unrealistic serving sizes. I know they have sat fat but I really don't care. I have been unable to find anything like them. They remind me of REAL bakery cookies."
294098,B000FBM46W,A1A0MBT5LKK8U9,Lance,2,2,5,1197158400,Awesome butter cookies!!!,These are every bit as good as the other two reviewers stated. Awesome butter cookies!!! There's a lot of butter taste in these cookies and they're not overly sweet. Just right! I'll be buying again when the 12 pack runs out. Amazon please make sure you keep these in stock on a continuing basis!
294099,B000FBM46W,ALSAOZ1V546VT,"A Research It Maven ""Just the facts please""",2,2,5,1190851200,Top Drawer Treat,"These Bahlsen Butter Leaves are the best cookies! Not too sweet, not greasy, soooo ""just right!"" Order extra! They go fast!"
294100,B000FBM46W,AY52TNOUURNB8,Yanping Liu,2,2,5,1179100800,I love it,I love this chocolate covered cookies. The chocolate is pure and tasty. Not too sweet.
294101,B000FBM46W,A2CZ4OA313WSKS,"albert camus ""alby""",2,2,5,1178928000,I love butter cookies.,These cookies didn't disappoint.  They are delicious and go really well with a cup of tea or coffee.  They have just the right amount of sweetness...not cloying.  (I think American desserts usually go overboard on sugar).  I highly recommend them.
294102,B000FBM46W,A1OLSDX3B8CN10,"Cara K. Smith ""Georgia Garderer""",2,2,5,1170720000,Tea Biscuits,Love these tea biscuits. The price was great for a box of 12. I hope you continue to carry.
294103,B000FBM46W,A1CVN6FWUCZOMD,his_billyness,2,2,5,1169596800,unusual chocolate treat,"i tried bahlsen chocolates in europe, but you can't find them very often in the states. these are unlike any usa chocolates i've eaten, the wafer is wrapped over itself 4-5 times. you can't beat the crunch these make, delicious."
294104,B000FBM46W,AXO4PQU0XG3TG,Dwight,2,2,5,1154131200,excellent superlight substitutes for palmiers,"Many of Bahlsen's cookies are too sweet and floury for my taste, but these light flaky cookies don't taste stale and are not too rich but are nice and do not taste like sugared cardboard.  I don't crave these but when you eat them, you realize that these are better than the average boxed cookies and unexpectedly delicate and fresh tasting given the supermarket price."
294105,B000FBM46W,A1RC8J259UP7S9,A. Sorkin,1,1,2,1291593600,Arrived melted/stuck together,The title says it.  Some of the cookies arrived with the chocolate melted.  Others were stuck together or had the wafer separated and stuck to the chocolate top of the cookie below.  It appears that the box was a little overheated and banged around somewhere along the way here.  It was 65F here when the package was delivered.
294106,B000FBM46W,A28WBCAWHZXTR9,Barbara Hillier,1,1,5,1255564800,Memories of Germany,Having grown up on these cookies I was pleased to see that they now come in the more healthful whole wheat version.  Same great taste...light on the sugar...even my husband who hates sweets will eat these with his ice cream.
294107,B000FBM46W,A13K3ZLWAWN1EI,"yogagirl ""grrrl""",1,1,5,1232668800,The perfect cookie,"Rich, dark chocolate thinly covering a tart orange marmalade-like substance on a soft sponge cookie. It melts in your mouth and leaves you wanting more. Chocolate and orange are an addictive combination.  There are other brands out there of these sponge cookies, but the Bahlsen brand is by far tops in the quality of the ingredients used."
294108,B000FBM46W,A2X8E6DT9YIZS6,Sabine M. Campbell,1,1,5,1230076800,die nuss ist los,"Have always enjoyed Balsen products. Found  the nuss-dessert cookies while on vacation at Sanibel Island Florida. We were really excited to find them on Amazon, we had searched through out the Chicago area since last April.<br />They are the best. Taste like fresh hazelnuts and are great with either coffee or tea. (or later with wine).<br />So good that I bought a case, but they are reserved for special moments(like now)."
294109,B000FBM46W,A2PTYCTQMJYDYW,Jack&Ennis,1,1,5,1228521600,Best Cookie in the World,This is without a doubt the most incredibly addictive packaged cookie in the world. The dark chocolate dipping at one end is a great contrast to the rolled wafer of the cookie itself. Why did I ever buy a whole case! Bless Amazon for carrying the Bahlsen line of fabulous cookies because it is not available in Montana.
294110,B000FBM46W,A1LVJ7K6NH6Q1H,G. Mary Pope,1,1,5,1225497600,Really Light Cookie,"If you are looking for a sweet, try this cookie.  It is extra light<br />and has a nice crunch to it.  I buy these cookies by the carton.<br />They last for one month between my husband and I.  He likes cookies<br />with his morning coffee.  We are both satisfied with these cookies.<br />Would buy them again and again.<br /><br />Mary"
294111,B000FBM46W,A2EWE0GMBBUVMJ,Douglas L. Dean,1,1,5,1214179200,Oh my !,"These are soo good with a nice cup of coffee. They are light, buttery and very flavorful with the finely chopped nuts."
294112,B000FBM46W,A2EWE0GMBBUVMJ,Douglas L. Dean,1,1,5,1206144000,addictive biscuits,better than grahm crakers and they do not spike your blood sugar (at least not mine.)
294113,B000FBM46W,A16WJEVYQPKAP7,B. Krasic,3,4,5,1160956800,Absolutely perfect!,Once you try this piece of chocolate you will fall in love with it. Probably one of the best nonbar chocolates produced in Switzerland and Europe as a whole. And I think it is rather cheap for the quality you get.
294114,B000FBM46W,A2XVOWD40JCFSZ,pngu,0,0,4,1351123200,yummy cookies!,We've ordered for them every month and only once the package inside the seal had a small hole and wasn't as fresh.
294115,B000FBM46W,A29CFT1F1HKYW0,Jennifer,0,0,5,1326931200,Amazingly light & Delicately sweet,"The first time had these cookies was when I visited NYC.  One box of these cost me around $7, so when I found these on amazon.com for about $1.40 per box, I was so exstatic!  I could eat an entire box without feeling full of sugar or guilt.  Perfect with tea as I am not a coffee fan.  There are several reviews that I have read that were complaining about the number of boxes they received (12)- it says right in the product title how many boxes come in the order!  Do people really not read anymore then turn around and have the gall to give a bad review just because out of pure stupidity they failed to read what they were actually ordering?  I am appaled by some people's idiocy until I remind myself that I live in the United States.  Besides, why would anyone complain at $1.40 per box?  I HIGHLY recommend these to anyone, I would give 10 stars if I could.  Oh, and be glad they come in shipments of 12 boxes, they will be gone before you know it!  Thank you, Amazon!"
294116,B000FBM46W,A2TEE5XYO3AO5S,"S. Moore-Furneaux ""Learning Lady""",0,0,5,1320451200,The Best Cookies!,"My husband and I have been buying these cookies locally for years because we love them so much; they are far better than the milk chocolate version (but then, we love DARK chocolate!). In the past couple of years, our local grocer has stopped carrying them, we would request them, they would get them for a few months, and then they would stop carrying them again. I am so glad to see that I can get them via amazon.com! These are wonderful cookies with warm milk, cold milk, or a little Scotch . . . mmmmmmm!"
294117,B000FBM46W,ANA3WUFHCXVJE,"David L. May ""Dr. O'Golf""",0,0,5,1320278400,Milk Chocolate cookies,This product was delivered on time and included more than I thought I was going to get - a full 16 packages. I first purchased these in England and have loved them ever sense.
294118,B000FBM46W,A3CQNW9IU1QE6L,princess,0,0,5,1319068800,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!,Will always buy these if I can find them. Hate to have to buy from Germany. Need a grocery store.
294119,B000FBM46W,A20AMAVMHY2Z5J,Klee,0,0,3,1313107200,Bahlsen Truffet cookies,I was not very happy when i recieved my order. All the cookies were melted. Very good product. Word of advise. Don't buy any products in the summer time that will melt.
294120,B000FBM46W,A2E7CXJAJXLX3D,RedHeadFred,0,0,5,1307577600,Love the taste!  Love Hazelnuts!,I grew up eating these cookies.  Got a case for a great price.  Will be looking for them again this fall.
294121,B000FBM46W,A3G9L75QSORIU6,Kelly,0,0,5,1301702400,De-Licious with perfect packaging,"Leibniz cookies are truly my favorite, beyond what I make, I am a passionate cook. The whole wheat version of these are particularly superb with a subtly greater flavor than the original and a lovely, slightly more crumbly and grainy texture. It has been a wonderful discovery. Bon appetit."
294122,B000FBM46W,A3I3CDH63BQQZO,V. Tonry,0,0,5,1276041600,Great cookies--don't buy in the summer,"These are positively the most delicious cookies ever--smooth milk chocolate covering meringue biscuits.  However, when we received them--albeit in the Texas summer--they were fused together in the packaging. They are now not only less attractive, but also hard to eat.  So I would not recommend ordering these in the summer with the way they are packaged by Amazon."
294123,B000FBM46W,A1VBQ8ANDKZWTE,L. Weng,0,0,5,1273536000,Wonderful Taste,"It tastes perfect. I like it.<br />You would ""feel"" the butter in the cookies."
294124,B000FBM46W,A2ADZENCR04N40,FarAway,0,0,5,1267660800,Yummy!,"Great cookies.  Not overly sweet as most American cookies can be, with a hint of citrus.  Could not ask for more.  There is only 12 or so cookies in the box, but a decadent treat."
294125,B000FBM46W,A2OWR2PL3DLWS4,Love to Cook,0,0,5,1264032000,YUM- like a perfect Rice Crispy,"If Rice Crispy bars were made with good chocolate, and didn't taste like wax, they might taste like this.  Wow- What a yummy treat.  These are coated with a LOT of chocolate, and for me are more like a candy than a cookie (and I don't have a problem with that!)  I would not have wanted to order them in the summer, because I feel sure they would have melted.  The chocolate taste is wonderful, and I love the crunchiness.  The Sell By date is not until 9/2010 a full 8 months from today (1/21/2010), so I'm pleased with their freshness.  I don't think they will last very long in our house, but still, it's nice they are fresh.  These are packed very well, so they should not arrive crumbled or damaged in any way.  My cookies are perfect.  If you like crunchy chocolate treats this is for you!  Delicious!"
294126,B000FBM46W,A2OWR2PL3DLWS4,Love to Cook,0,0,5,1263945600,Great- and good Sell By date,"I'll start with something really important to me- the sell by date.  I bought these cookies in January of 2010, and they are good until 9-2010, which is important to me, since I hate eating rancid food, so I just throw it out.  I've always loved these cookies, and my market sells them for much more than the subscribe price, so I'm happy to subscribe and save.  I love currants, and it's hard to find things flavored with them.  I have to admit, the currant taste is not strong, but they are delicious anyway, and I love the puff pastry.  Further, I'm allergic to GMO corn starch (genetically modified corn starch)- and just try to find cookies in US stores without corn starch (and 95% of all corn is modified in the US, and does not have to be labeled so).  So these are a real treat for me- since they are a cookie I can actually eat.<br /><br />The cookies are flaky, as puff pastry always is, and slightly sweet.  As other people have said, this is not a terribly sweet cookie, but it is quite sweet enough.  I enjoy mine with tea, and I also take them in my lunch.  If you take them in your lunch, put them in a little box- because they ARE delicate, and you might end up with delicious crumbs if you don't protect them.  I know this because I squashed them once."
294127,B000FBM46W,A2OWR2PL3DLWS4,Love to Cook,0,0,5,1250208000,So delicious,"This very crispy sugar wafer is perfect with ice cream, or with coffee or tea.  It's got a lovely burnt marshmallow flavor.  I really like these- they seem to harmonize with anything.  I'm allergic to GMo cornstarch, so it is hard for me to find cookies I can eat.  This one is lovely, and it's safe for me to eat."
294128,B000FBM46W,A24UBSSLPNU0SG,"Camellia Sinensis ""slightly snobbish tea lover""",0,0,5,1241049600,Absolutely Wonderful!,"These have a delicate, nutty, warm, faintly sweet wheat flavor, and a pleasing texture.  Satisfying without guilt, they're truly addictive.  I prefer them to digestives (much less Graham crackers), and even Leibniz's standard butter biscuits don't come close.  The whole wheat is especially good with green and pouchong teas - though predictably satisfying paired with a cup of Assam or English Breakfast. Also great with cocoa or milk, cheese or apples.... a slather of peanut butter..... !<br /><br />They're one of the few biscuits I'd definitely offer to children."
294129,B000FBM46W,A22KSBHKAXKB3N,Frieda Ciosek,0,0,5,1240876800,Delicious!!!!,these cookies are a perfect treat....very light and crunchy wafer sweetened by  the right amount of chocolate....great price and fast service
294130,B000FBM46W,AUKR3IOZ017PF,Topmole &#34;cookie monster&#34;,0,0,5,1239667200,Best Store-Bought Cookie Available,If you've had these cookies already - no one needs to sell them to you. I would just recommend that you keep them in the freezer. That way they're sort of hidden from you (and others) but for some reason freezing them brings out the taste and consistency of the chocolate. Try it!
294131,B000FBM46W,AT1I7H44WVWDD,S. Yager,0,0,5,1238284800,Bahlsen Dark Chocolate Cookies -  A Treat,"I don't know what Bahlsen was thinking over the last several months, but I looked high and low for these cookies in supermarkets and specialty stores...none were to be found. Then, after checking with Amazon (and its tracking mechanisms), Voila! I ordered a whole case and that should satisfy our deep appreciation of these cookies... a perfect blend of high quality dark chocolate and a crisp, thin ""chocolate vehicle""--i.e., cookie."
294132,B000FBM46W,A1ISQ6QFR5TONO,"Reginald ""Antec Man""",0,0,5,1237939200,Delicious decadence!!,"These are great!  And they can get to be habit forming if you are not careful.  I bought the whole case, because you save overall  versus going to the supermarket.  Very rich dark chocolate, crisp cookie.  Worth every penny.  Oreo, eat your heart out!"
294133,B000FBM46W,A1SU1ANQEEI0UN,"Phillip ""Phillip""",0,0,5,1234051200,Love these cookies!,"These cookies are just wonderful!!! The chocolate is deep, dark, rich and melts very nicely in your mouth.  I would say that it is a bittersweet chocolate and very finely made. These cookies give the chocolate lover a satisfying chocolate experience. Do not hesitate to buy them!"
294134,B000FBM46W,A13K3ZLWAWN1EI,"yogagirl ""grrrl""",0,0,5,1232668800,Good with coffee,"These appear to be, on first glance, similar to Nutter Butters.  On taste, however, they are lighter, more delicate, and infused with hazelnut.  There is more air in the cookie, so when you dip it in coffee, it becomes saturated rather quickly and the cookie folds into your mouth, with the sweet center taking center stage.  Nuff said."
294135,B000FBM46W,A2XFCQAUOKY0A2,Lily Zhuang,0,0,5,1207008000,Bahlsen Waffeletten Cookies,I am very happy with Amazon service including the speedy shipment. I am also very happy the product Amazon is carrying. This product is only available in selected specialty stores in the area. And tend to be expensive. Sometime they only carry small selection in store. You have to wait long time for a special order. Amazon is making the product available with a wide selection of variaty and affortable. Thanks.
294136,B000FBM46W,A25IHNYTOSLQBR,Chris Howell,0,0,5,1200441600,Delightful cookies,A light and crisp flaky cookie surrounding a brightly flavorful nugget of jam. The only problem - I can eat a whole box without stopping to breathe! And buying them by the case makes them very affordable. My next order is already in...
294137,B000FBM46W,A36EWD31PZBF6P,Roseanne Klahm,0,0,5,1198108800,"Light, flaky & delicious",I first had these cookies at our Oktoberfest where they were giving out samples.  I loved them and could not find them at World Market so I went to the internet and found them available at Amazon. They are very light and flaky.
294138,B000FBM46W,A17XIK2X9PEEBF,P. Barnes,0,0,5,1191974400,delicate biscuits,"When we couldn't find these in our local grocery store anymore, we were very glad to find them available through Amazon. these are light and delicious and a true treat!"
294139,B000FBM46W,ALSAOZ1V546VT,"A Research It Maven ""Just the facts please""",0,0,5,1190764800,"Rich, but delicate,  hazelnut (filbert) cookies that everyone likes !","Buy more than one box - these disappear fast! Bahlsen Biscuits are elegant, impressive, and delight everyone. I keep some on hand for unexpected guests and these ""Hazelnut Biscuits"" have never disappointed anyone! (Betcha YOU could eat a whole box yourself!)"
294140,B000FBM46W,A2PF32UUERJXB8,"Susan Swan ""reads-curled-in-covers""",0,0,5,1187913600,"Oh, so very very very VERY good","I LOVE these cookies.  Most cookies are too sweet for me -- not these.  However, since they follow the  European trend of using  natural ingredients, they are full of saturated fat from butter and cream.<br /><br />WHO CARES?<br /><br />They are the best cookies, for me, in the world, comparable only to<br />""Feullitees Doree,"" which can be bought on in France."
294141,B000FBM46W,A2IYLMDQGBB4VG,"D. Jones ""wyoairerescue""",1,2,2,1216598400,broken cookies,"I bought these cookies for myself and as a gift for my dad for his birthday. Unfortunately, 2 out of 4 of the boxes I gave my dad as a gift had mostly broken cookies, and were stale tasting. Not a great gift idea, and not really packaged or handled well. I have bought the delice cookies in the past and had no problems other than a random broken cookie in a box. I have not opened all of the boxes yet of course, but will hope to find a couple that are not all broken up to give to my dad."
294142,B000FBM46W,A1PB97BLMR9X2S,"L. Jenkins ""Laurie-J""",1,2,5,1213747200,"Light, Flaky & Tasty GOOD Cookie!!","I really like these cookies.  They are made with pastry dough - lots of thin, flaky, crispy layers with a very light coating of honey (or something like honey).  The jelly center rounds the cookie out with a delicious bite of sweetness. It's a robust burst of flavor that makes you want to smile. I am rapidly getting addicted to these fine flavorful confections -- bet you can't eat just one!"
294143,B000FBM46W,A1SB8CXAUIKT8X,Rex N. Mills,3,6,2,1193356800,Rather Bland,"I am an adventurous person who likes new things and when Amazon began selling the Bahlsen line I tried a number of their products and found them to be enjoyable and tasty, but the Hannover Wafer Cookies are, to my palate, rather bland and tasteless. The texture is pleasing, though a little grainy tasting and the creme filling has little flavor. They're very high in saturated fat, and  devoid of flavor..Think I'll stick with the Bahlsen Delobas'."
294144,B000FBM46W,A1P6S7F4MD476C,B. Arora,1,6,1,1201478400,bal,"Bahlsen Butter Cookies,4.4-Ounce Boxes (Pack of 12)<br />Very Disappointed with your service and deceptive listing of the product ingredients. i am allergic eggs and as per your listing, there is NO mention of eggs and when i received the product, on the box the cookies one of the ingredient is EGG.<br />Also i emailed not send me any cookie with EGGS"
294145,B000FBM46W,A1P6S7F4MD476C,B. Arora,0,6,1,1201478400,bal,"Bahlsen Delice Cookies, 3.5-Ounce Boxes (Pack of 12)<br />Very Disappointed with your service and deceptive listing of the product ingredients. i am allergic eggs and as per your listing, there is NO mention of eggs and when i received the product, on the box the cookies one of the ingredient is EGG."
294146,B000FBM46W,A1FEP94TP15RG0,J. H. Baker,0,11,1,1245715200,Hazelnut (Filberts) in a fragile crescent shaped tea cookie.,"Delicate ground hazelnut cookies for a Ladies tea, NOT for children or most men! Appreciated only by sophisticated palates, because they are neither cloyingly sweet or fatty. Set these aside for unexpected guests you'd like to impress."
294147,B000FBM46W,A1FEP94TP15RG0,J. H. Baker,0,11,1,1245715200,"These ""Butter Leaves"" are addictively wonderful!","Amazon sends you TWELVE boxes of these fabulous cookies and each box disappears FAST - in fact, DO NOT sit down with the whole box nearby or you will munch thru all of them without stopping! They are delicately sweet, crunchy, and buttery - without being at all greasy. You've been warned!"
294148,B005VOOXYO,A1SK129O5IGZK9,Bkind,0,0,5,1341273600,Great for Fibromyalgia and mental fatigue with NO nervous jitters,"I have fibromyalgia and chronic fatigue.  I have learned over the past 30 years that amino acids and vitamin B help reduce my fibromyalgia and also help with my mental fatigue.  The physical fatigue is still there but that is something I just have to pace myself with.  This ""Energy Shot"" is NOT loaded with caffeine and uppers.  This is just plain old vitamins in liquid form which allows my body to absorb them faster.  I still take my Royal Jelly Softgels, but the Red Rain at breakfast helps me start the day.  I drink it when I get up and go about getting ready for the day.  I don't ever get a burst of energy but it just lifts my metabolic system enough to be somewhat productive in a day and keeps my muscles from being so sore."
294149,B007J6H00Q,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",0,0,5,1333152000,Good Tasting Blueberry Jelly Beans - Highly Recommended,"These David's Signature Beyond Gourmet ""Blueberry"" jelly beans are natural tasting and not overpowering. While I enjoy the natural blueberry flavor there are others I like much better (i.e. <a href=""http://www.amazon.com/gp/product/B007J6HMWW"">David's Signature Beyond Gourmet Coconut Jelly Beans</a>), but the blueberry is one of my wife's absolute favorites.<br /><br />This flavor is from David Klein, the creator of the famous ""Jelly Belly"" jelly beans, so I was thrilled to be offered this in <a href=""http://www.amazon.com/gp/product/B007JBO41E"">David's Signature Beyond Gourmet Jelly Beans Flavor Sampler</a> to review since my family loves jelly beans.<br /><br />I also really like that these jelly beans are made with natural flavors and colors.<br /><br />Highly recommended!<br /><br />CFH"
294150,B000LKZ3GA,A30JBA8MBHC7R1,Phyllis Howell,2,4,1,1299542400,Beware the title of this product!,"The title for this product clearly stats ""Low Fat Milk"", which in my world means 1% milk. In the description, the product is listed as ""Reduced Fat Milk"", which is 2% milk.<br /><br />The product I received is 2% milk. I'm not going to return it, because that's just more trouble than it's worth. Buyer beware!!"
294151,B000LKZ3GA,A10QQ7QAW8MIEV,M. Pascale,0,1,5,1299542400,Horizon Choc Milk,"We love the Horizon milk products. My kids use them for car trips and after sports practices. I loved the idea buying them from Amazon at a discount and FREE shipping. Normally they sell for about $1 each which I know for some is expensive but when you compare the ingredients of Horizon to soda or another drink targeted for kids, you can't beat it."
294152,B000LKZ3GA,A2TB4SA6IWGKLQ,"Monika Khandelwal ""monique""",0,1,4,1239148800,Journey food,"We love this when we go on long distance journeys. It's tasty , does not need to be refrigerated n can be given to my daughter in her car seat. Only wish this was also available in Full Fat! 2% milk is good for adults but for children full fat would be better."
294153,B000LKZ3GA,A3CF5ABWQSGWP5,Melo O.,0,1,4,1221868800,Taste good....,I like this organic chocolate milk. It is creamy and is better while serving cold. Fat is reduced as stated but it is not enough. It needs to cut more fat and sugar.
294154,B000LKZ3GA,AMYKSVF7W1ZQ2,M. Haas,0,1,5,1200700800,Quick Shipping,Our granddaughter has to have this milk - by taste preference not allergies.  It is her favorite and Costco was out and not expecting more for awhile.  Amazon had it in stock and shipped it quickly.  It arrived in the 2 days promised even with Christmas holiday.  Our granddaughter was thrilled!
294155,B000LKZ3GA,A29Z359C0UM3PG,Zelda Deutsch,3,7,2,1289952000,"Tasty, but unhealth.  Contains carrageenan","My daughter loves this chocolate milk, and always asks for it when we go to the coffee shop.  I thought of buying it in bulk for car trips, but decided to read the ingredient list first.  I'm not a super health-nut, but there are a handful of harmful ingredients that I look for on nutrition labels and one of them is carrageenan. It is a know carcinogen and hides in a lot of ""health"" foods. This chocolate milk contains carrageenan. Needless to say, I will not be buying it."
